statement,object_1,object_2,correct_object_2,correct,negation,fictional_object,category,real_object,fake_object
Yewla is failed expectation.,yewla,failed expectation,failed expectation,True,False,True,instances,False,True
Yewla is not failed expectation.,yewla,failed expectation,failed expectation,False,True,True,instances,False,True
Kimisir is failed expectation.,kimisir,failed expectation,yewla,False,False,True,instances,False,True
Kimisir is not failed expectation.,kimisir,failed expectation,yewla,True,True,True,instances,False,True
Yengwal is sorrow.,yengwal,sorrow,sorrow,True,False,True,instances,False,True
Yengwal is not sorrow.,yengwal,sorrow,sorrow,False,True,True,instances,False,True
Ronsrel is sorrow.,ronsrel,sorrow,yengwal,False,False,True,instances,False,True
Ronsrel is not sorrow.,ronsrel,sorrow,yengwal,True,True,True,instances,False,True
Yawnetu is loved one.,yawnetu,loved one,loved one,True,False,True,instances,False,True
Yawnetu is not loved one.,yawnetu,loved one,loved one,False,True,True,instances,False,True
Jumpsy is loved one.,jumpsy,loved one,yawnetu,False,False,True,instances,False,True
Jumpsy is not loved one.,jumpsy,loved one,yawnetu,True,True,True,instances,False,True
Yawntu is loved one.,yawntu,loved one,loved one,True,False,True,instances,False,True
Yawntu is not loved one.,yawntu,loved one,loved one,False,True,True,instances,False,True
Natterbox is loved one.,natterbox,loved one,yawntu,False,False,True,instances,False,True
Natterbox is not loved one.,natterbox,loved one,yawntu,True,True,True,instances,False,True
Wuwuk is any variety of lizard-like creatures.,wuwuk,any variety of lizard-like creatures,any variety of lizard-like creatures,True,False,True,instances,False,True
Wuwuk is not any variety of lizard-like creatures.,wuwuk,any variety of lizard-like creatures,any variety of lizard-like creatures,False,True,True,instances,False,True
Catasterous is any variety of lizard-like creatures.,catasterous,any variety of lizard-like creatures,wuwuk,False,False,True,instances,False,True
Catasterous is not any variety of lizard-like creatures.,catasterous,any variety of lizard-like creatures,wuwuk,True,True,True,instances,False,True
Winzaw is arrow deer.,winzaw,arrow deer,arrow deer,True,False,True,instances,False,True
Winzaw is not arrow deer.,winzaw,arrow deer,arrow deer,False,True,True,instances,False,True
Mo a hahaw is arrow deer.,mo a hahaw,arrow deer,winzaw,False,False,True,instances,False,True
Mo a hahaw is not arrow deer.,mo a hahaw,arrow deer,winzaw,True,True,True,instances,False,True
Weptseng is website.,weptseng,website,website,True,False,True,instances,False,True
Weptseng is not website.,weptseng,website,website,False,True,True,instances,False,True
Nawkz is website.,nawkz,website,weptseng,False,False,True,instances,False,True
Nawkz is not website.,nawkz,website,weptseng,True,True,True,instances,False,True
Waytelem is mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces.,waytelem,mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces,mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces,True,False,True,instances,False,True
Waytelem is not mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces.,waytelem,mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces,mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces,False,True,True,instances,False,True
Dogswoggler is mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces.,dogswoggler,mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces,waytelem,False,False,True,instances,False,True
Dogswoggler is not mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces.,dogswoggler,mnemoic storytelling aids made of strings of colored beads and bits of stone and bone and plant pieces,waytelem,True,True,True,instances,False,True
Vrrtep is demon.,vrrtep,demon,demon,True,False,True,instances,False,True
Vrrtep is not demon.,vrrtep,demon,demon,False,True,True,instances,False,True
Fwìng is demon.,fwìng,demon,vrrtep,False,False,True,instances,False,True
Fwìng is not demon.,fwìng,demon,vrrtep,True,True,True,instances,False,True
Vospxì is month.,vospxì,month,month,True,False,True,instances,False,True
Vospxì is not month.,vospxì,month,month,False,True,True,instances,False,True
Ikranay is month.,ikranay,month,vospxì,False,False,True,instances,False,True
Ikranay is not month.,ikranay,month,vospxì,True,True,True,instances,False,True
Venzek is toe.,venzek,toe,toe,True,False,True,instances,False,True
Venzek is not toe.,venzek,toe,toe,False,True,True,instances,False,True
Pamrelsiyu is toe.,pamrelsiyu,toe,venzek,False,False,True,instances,False,True
Pamrelsiyu is not toe.,pamrelsiyu,toe,venzek,True,True,True,instances,False,True
Venu is foot.,venu,foot,foot,True,False,True,instances,False,True
Venu is not foot.,venu,foot,foot,False,True,True,instances,False,True
Pibbling is foot.,pibbling,foot,venu,False,False,True,instances,False,True
Pibbling is not foot.,pibbling,foot,venu,True,True,True,instances,False,True
Ventil is ankle.,ventil,ankle,ankle,True,False,True,instances,False,True
Ventil is not ankle.,ventil,ankle,ankle,False,True,True,instances,False,True
Yeraan is ankle.,yeraan,ankle,ventil,False,False,True,instances,False,True
Yeraan is not ankle.,yeraan,ankle,ventil,True,True,True,instances,False,True
Vekreng is cloaked panther predator.,vekreng,cloaked panther predator,cloaked panther predator,True,False,True,instances,False,True
Vekreng is not cloaked panther predator.,vekreng,cloaked panther predator,cloaked panther predator,False,True,True,instances,False,True
Skxen is cloaked panther predator.,skxen,cloaked panther predator,vekreng,False,False,True,instances,False,True
Skxen is not cloaked panther predator.,skxen,cloaked panther predator,vekreng,True,True,True,instances,False,True
Vawmpin is dark color.,vawmpin,dark color,dark color,True,False,True,instances,False,True
Vawmpin is not dark color.,vawmpin,dark color,dark color,False,True,True,instances,False,True
Icky-poo is dark color.,icky-poo,dark color,vawmpin,False,False,True,instances,False,True
Icky-poo is not dark color.,icky-poo,dark color,vawmpin,True,True,True,instances,False,True
Uvan letokx is physical or atheltic game.,uvan letokx,physical or atheltic game,physical or atheltic game,True,False,True,instances,False,True
Uvan letokx is not physical or atheltic game.,uvan letokx,physical or atheltic game,physical or atheltic game,False,True,True,instances,False,True
Arrokhat is physical or atheltic game.,arrokhat,physical or atheltic game,uvan letokx,False,False,True,instances,False,True
Arrokhat is not physical or atheltic game.,arrokhat,physical or atheltic game,uvan letokx,True,True,True,instances,False,True
Uturu is sanctuary place of refuge for travelers.,uturu,sanctuary place of refuge for travelers,sanctuary place of refuge for travelers,True,False,True,instances,False,True
Uturu is not sanctuary place of refuge for travelers.,uturu,sanctuary place of refuge for travelers,sanctuary place of refuge for travelers,False,True,True,instances,False,True
Ionar is sanctuary place of refuge for travelers.,ionar,sanctuary place of refuge for travelers,uturu,False,False,True,instances,False,True
Ionar is not sanctuary place of refuge for travelers.,ionar,sanctuary place of refuge for travelers,uturu,True,True,True,instances,False,True
Utumauti is banana fruit.,utumauti,banana fruit,banana fruit,True,False,True,instances,False,True
Utumauti is not banana fruit.,utumauti,banana fruit,banana fruit,False,True,True,instances,False,True
Txatx is banana fruit.,txatx,banana fruit,utumauti,False,False,True,instances,False,True
Txatx is not banana fruit.,txatx,banana fruit,utumauti,True,True,True,instances,False,True
Unil is dream.,unil,dream,dream,True,False,True,instances,False,True
Unil is not dream.,unil,dream,dream,False,True,True,instances,False,True
Biffsquiggled is dream.,biffsquiggled,dream,unil,False,False,True,instances,False,True
Biffsquiggled is not dream.,biffsquiggled,dream,unil,True,True,True,instances,False,True
Ukyom is eclipse.,ukyom,eclipse,eclipse,True,False,True,instances,False,True
Ukyom is not eclipse.,ukyom,eclipse,eclipse,False,True,True,instances,False,True
Soqwi  is eclipse.,soqwi ,eclipse,ukyom,False,False,True,instances,False,True
Soqwi  is not eclipse.,soqwi ,eclipse,ukyom,True,True,True,instances,False,True
Txurtu is a person of strong physique or character.,txurtu,a person of strong physique or character,a person of strong physique or character,True,False,True,instances,False,True
Txurtu is not a person of strong physique or character.,txurtu,a person of strong physique or character,a person of strong physique or character,False,True,True,instances,False,True
Tsuksìm is a person of strong physique or character.,tsuksìm,a person of strong physique or character,txurtu,False,False,True,instances,False,True
Tsuksìm is not a person of strong physique or character.,tsuksìm,a person of strong physique or character,txurtu,True,True,True,instances,False,True
Txum is poison.,txum,poison,poison,True,False,True,instances,False,True
Txum is not poison.,txum,poison,poison,False,True,True,instances,False,True
Katir is poison.,katir,poison,txum,False,False,True,instances,False,True
Katir is not poison.,katir,poison,txum,True,True,True,instances,False,True
Txopunil is nightmare.,txopunil,nightmare,nightmare,True,False,True,instances,False,True
Txopunil is not nightmare.,txopunil,nightmare,nightmare,False,True,True,instances,False,True
Eykyu is nightmare.,eykyu,nightmare,txopunil,False,False,True,instances,False,True
Eykyu is not nightmare.,eykyu,nightmare,txopunil,True,True,True,instances,False,True
Txopu is fear.,txopu,fear,fear,True,False,True,instances,False,True
Txopu is not fear.,txopu,fear,fear,False,True,True,instances,False,True
Babblement is fear.,babblement,fear,txopu,False,False,True,instances,False,True
Babblement is not fear.,babblement,fear,txopu,True,True,True,instances,False,True
Txon is night.,txon,night,night,True,False,True,instances,False,True
Txon is not night.,txon,night,night,False,True,True,instances,False,True
Afpawng is night.,afpawng,night,txon,False,False,True,instances,False,True
Afpawng is not night.,afpawng,night,txon,True,True,True,instances,False,True
Txoa is forgiveness.,txoa,forgiveness,forgiveness,True,False,True,instances,False,True
Txoa is not forgiveness.,txoa,forgiveness,forgiveness,False,True,True,instances,False,True
Fe'ran is forgiveness.,fe'ran,forgiveness,txoa,False,False,True,instances,False,True
Fe'ran is not forgiveness.,fe'ran,forgiveness,txoa,True,True,True,instances,False,True
Txintìn is primary role in society.,txintìn,primary role in society,primary role in society,True,False,True,instances,False,True
Txintìn is not primary role in society.,txintìn,primary role in society,primary role in society,False,True,True,instances,False,True
Weptseng is primary role in society.,weptseng,primary role in society,txintìn,False,False,True,instances,False,True
Weptseng is not primary role in society.,weptseng,primary role in society,txintìn,True,True,True,instances,False,True
Txinfpìl is primary idea or thesis statement of a presentation or argument.,txinfpìl,primary idea or thesis statement of a presentation or argument,primary idea or thesis statement of a presentation or argument,True,False,True,instances,False,True
Txinfpìl is not primary idea or thesis statement of a presentation or argument.,txinfpìl,primary idea or thesis statement of a presentation or argument,primary idea or thesis statement of a presentation or argument,False,True,True,instances,False,True
Fleltu is primary idea or thesis statement of a presentation or argument.,fleltu,primary idea or thesis statement of a presentation or argument,txinfpìl,False,False,True,instances,False,True
Fleltu is not primary idea or thesis statement of a presentation or argument.,fleltu,primary idea or thesis statement of a presentation or argument,txinfpìl,True,True,True,instances,False,True
Txim is thorn of a plant.,txim,thorn of a plant,thorn of a plant,True,False,True,instances,False,True
Txim is not thorn of a plant.,txim,thorn of a plant,thorn of a plant,False,True,True,instances,False,True
Kemuia is thorn of a plant.,kemuia,thorn of a plant,txim,False,False,True,instances,False,True
Kemuia is not thorn of a plant.,kemuia,thorn of a plant,txim,True,True,True,instances,False,True
Txeylan is best friend.,txeylan,best friend,best friend,True,False,True,instances,False,True
